ApplicantName,Age,Gender,MaritalStatus,Education,EmploymentType,SelfEmployed,AnnualIncome,MonthlyIncome,ExistingEMI,CreditCardUsage,NumberExistingLoans,LoanAmount,LoanPurpose,LoanTenure,CIBILScore,BankBalance,PropertyOwnership,Dependents,DebtToIncomeRatio,CreditUtilizationRatio,SavingsAmount,PreviousLoanDefaults,LoanStatus
Aditya Joshi,43,Male,Divorced,Doctorate,Self-Employed,1,342000.0,28500.0,5720.67,0.71,0,987000.0,Personal Loan,240,759,111101.62,Owned,2,0.35,0.71,111101.62,0,1
Neha Gupta,46,Male,Divorced,Doctorate,Self-Employed,1,273000.0,22750.0,6629.44,0.07,0,381000.0,Personal Loan,180,584,477662.74,Owned,2,0.38,0.07,477662.74,1,0
Rahul Verma,58,Female,Single,Doctorate,Freelancer,1,439000.0,36583.33,1650.1,0.52,0,1974000.0,Home Loan,24,668,442029.24,Owned,2,2.29,0.52,442029.24,0,0
Aarav Sharma,28,Male,Single,Post Graduate,Salaried,0,350000.0,29166.67,3512.99,0.89,4,1329000.0,Home Loan,24,742,490590.94,Rented,3,2.02,0.89,490590.94,0,1
Rahul Verma,55,Male,Single,Doctorate,Freelancer,1,426000.0,35500.0,13027.05,0.33,0,1335000.0,Personal Loan,12,686,598301.43,Rented,2,3.5,0.33,598301.43,0,1
Ananya Iyer,21,Male,Single,Graduate,Business,1,904000.0,75333.33,3476.99,0.85,1,2517000.0,Home Loan,48,672,142472.29,Rented,2,0.74,0.85,142472.29,0,0
Pooja Deshmukh,62,Female,Single,Doctorate,Salaried,0,197000.0,16416.67,3633.33,0.94,2,342000.0,Education Loan,120,699,55769.88,Rented,2,0.39,0.94,55769.88,0,1
Rahul Verma,25,Male,Divorced,Post Graduate,Self-Employed,1,404000.0,33666.67,6493.72,0.35,3,605000.0,Car Loan,36,740,906366.78,Mortgaged,3,0.69,0.35,906366.78,0,1
Sneha Nair,44,Female,Single,High School,Freelancer,1,534000.0,44500.0,13251.18,0.89,1,2648000.0,Medical Emergency,24,588,1064398.01,Owned,2,2.78,0.89,1064398.01,0,0
Vikram Singh,35,Female,Single,Doctorate,Freelancer,1,351000.0,29250.0,9494.68,0.76,3,1099000.0,Home Loan,24,726,521874.84,Mortgaged,4,1.89,0.76,521874.84,0,1
Rahul Verma,52,Female,Single,Post Graduate,Freelancer,1,495000.0,41250.0,6545.3,0.49,0,1558000.0,Car Loan,120,529,213706.88,Mortgaged,1,0.47,0.49,213706.88,1,0
Siddharth Rao,27,Female,Divorced,Doctorate,Freelancer,1,446000.0,37166.67,8905.64,0.79,1,1166000.0,Business Loan,180,774,608642.94,Mortgaged,2,0.41,0.79,608642.94,0,1
Kavya Reddy,22,Male,Single,High School,Salaried,0,503000.0,41916.67,3834.36,0.82,1,1254000.0,Car Loan,36,629,1162015.43,Owned,4,0.92,0.82,1162015.43,0,0
Pooja Deshmukh,42,Male,Married,Doctorate,Self-Employed,1,601000.0,50083.33,18824.5,0.55,1,3379000.0,Car Loan,48,636,364067.58,Owned,0,1.78,0.55,364067.58,1,0
Vikram Singh,36,Male,Divorced,Post Graduate,Freelancer,1,740000.0,61666.67,20343.01,0.68,1,2099000.0,Home Loan,24,605,1251039.24,Owned,0,1.75,0.68,1251039.24,0,1
Tanvi Bhatia,59,Male,Single,Post Graduate,Business,1,333000.0,27750.0,1764.2,0.27,0,189000.0,Car Loan,36,741,645021.83,Rented,2,0.25,0.27,645021.83,0,1
Deepak Choudhury,61,Female,Married,Doctorate,Business,1,274000.0,22833.33,4561.83,0.63,1,157000.0,Home Loan,36,900,66856.53,Mortgaged,2,0.39,0.63,66856.53,1,0
Neha Gupta,56,Male,Single,Doctorate,Freelancer,1,180000.0,15000.0,4589.35,0.84,4,639000.0,Education Loan,360,689,150206.67,Owned,0,0.42,0.84,150206.67,0,1
Neha Gupta,21,Female,Single,Doctorate,Self-Employed,1,452000.0,37666.67,12596.13,0.41,1,365000.0,Car Loan,36,586,937453.39,Mortgaged,0,0.6,0.41,937453.39,0,0
Rahul Verma,48,Female,Married,High School,Freelancer,1,702000.0,58500.0,21777.45,0.2,1,3453000.0,Medical Emergency,180,606,398282.1,Owned,1,0.7,0.2,398282.1,0,0
Pooja Deshmukh,43,Female,Single,Post Graduate,Business,1,267000.0,22250.0,1629.64,0.15,1,445000.0,Home Loan,60,764,147006.23,Owned,4,0.41,0.15,147006.23,0,1
Priya Patel,57,Male,Married,Graduate,Salaried,0,787000.0,65583.33,16637.36,0.76,3,591000.0,Education Loan,24,731,1860800.07,Owned,1,0.63,0.76,1860800.07,0,1
Sneha Nair,24,Female,Divorced,Post Graduate,Business,1,440000.0,36666.67,12405.4,0.7,2,2577000.0,Medical Emergency,24,706,393872.01,Mortgaged,0,3.27,0.7,393872.01,0,0
Deepak Choudhury,24,Male,Single,Doctorate,Freelancer,1,526000.0,43833.33,11565.91,0.82,1,1102000.0,Personal Loan,240,629,152017.61,Mortgaged,3,0.37,0.82,152017.61,0,1
Kavya Reddy,62,Male,Divorced,Post Graduate,Self-Employed,1,659000.0,54916.67,24549.81,0.5,1,3926000.0,Business Loan,360,630,1537147.34,Rented,0,0.65,0.5,1537147.34,0,0
Vikram Singh,44,Female,Married,High School,Freelancer,1,198000.0,16500.0,297.1,0.69,1,843000.0,Personal Loan,48,694,493578.91,Mortgaged,3,1.08,0.69,493578.91,1,0
Vikram Singh,55,Female,Single,Graduate,Self-Employed,1,258000.0,21500.0,7414.12,0.33,4,1360000.0,Home Loan,240,499,84075.39,Rented,1,0.61,0.33,84075.39,0,0
Rahul Verma,37,Female,Divorced,High School,Business,1,869000.0,72416.67,2907.76,0.21,3,4124000.0,Education Loan,240,572,2127625.73,Rented,0,0.28,0.21,2127625.73,1,0
Vikram Singh,64,Male,Divorced,Doctorate,Salaried,0,1234000.0,102833.33,16819.67,0.31,0,3393000.0,Business Loan,36,664,1428955.25,Mortgaged,2,1.08,0.31,1428955.25,0,1
Amit Kumar,60,Female,Single,Doctorate,Freelancer,1,365000.0,30416.67,3597.45,0.84,2,1553000.0,Business Loan,12,658,685653.28,Owned,2,4.37,0.84,685653.28,0,1
Meera Pillai,43,Male,Single,Graduate,Business,1,457000.0,38083.33,6440.64,0.56,4,2375000.0,Personal Loan,180,701,1004477.47,Mortgaged,2,0.52,0.56,1004477.47,0,1
Karan Malhotra,22,Female,Divorced,Doctorate,Salaried,0,325000.0,27083.33,1045.96,0.71,2,1802000.0,Car Loan,180,599,188087.38,Rented,3,0.41,0.71,188087.38,1,0
Amit Kumar,21,Female,Single,Doctorate,Salaried,0,488000.0,40666.67,5094.26,0.08,0,662000.0,Car Loan,36,572,798621.43,Rented,1,0.58,0.08,798621.43,1,0
Tanvi Bhatia,26,Female,Single,High School,Freelancer,1,327000.0,27250.0,11999.6,0.24,0,544000.0,Home Loan,180,671,244476.8,Mortgaged,3,0.55,0.24,244476.8,0,1
Vikram Singh,47,Male,Married,Doctorate,Salaried,0,352000.0,29333.33,3938.05,0.69,0,1863000.0,Business Loan,48,668,600915.59,Rented,2,1.46,0.69,600915.59,0,1
Priya Patel,25,Male,Married,High School,Business,1,564000.0,47000.0,3479.88,0.36,0,1582000.0,Car Loan,360,630,988800.96,Owned,4,0.17,0.36,988800.96,0,1
Divya Agarwal,46,Female,Divorced,Doctorate,Salaried,0,643000.0,53583.33,13524.9,0.85,1,1024000.0,Medical Emergency,36,797,563884.11,Mortgaged,0,0.78,0.85,563884.11,0,1
Amit Kumar,43,Male,Single,Doctorate,Self-Employed,1,681000.0,56750.0,12754.59,0.33,3,3307000.0,Medical Emergency,180,728,497624.72,Mortgaged,3,0.55,0.33,497624.72,1,0
Karan Malhotra,52,Male,Divorced,Doctorate,Salaried,0,495000.0,41250.0,677.27,0.72,3,758000.0,Medical Emergency,360,740,969468.66,Mortgaged,0,0.07,0.72,969468.66,0,1
Pooja Deshmukh,30,Male,Single,Graduate,Business,1,462000.0,38500.0,14098.73,0.06,3,2509000.0,Business Loan,24,699,821602.85,Mortgaged,2,3.08,0.06,821602.85,0,1
Divya Agarwal,48,Female,Married,High School,Freelancer,1,404000.0,33666.67,7926.02,0.74,1,454000.0,Personal Loan,240,551,455760.75,Owned,3,0.29,0.74,455760.75,1,0
Neha Gupta,27,Female,Married,High School,Freelancer,1,201000.0,16750.0,4779.58,0.68,1,1137000.0,Home Loan,24,645,408885.34,Owned,1,3.11,0.68,408885.34,0,0
Aarav Sharma,53,Female,Single,Doctorate,Salaried,0,580000.0,48333.33,13779.17,0.5,1,2861000.0,Medical Emergency,60,743,1243573.72,Owned,0,1.27,0.5,1243573.72,0,1
Karan Malhotra,44,Female,Single,Post Graduate,Freelancer,1,337000.0,28083.33,12012.59,0.37,0,1640000.0,Car Loan,180,608,768085.2,Mortgaged,4,0.75,0.37,768085.2,0,0
Siddharth Rao,22,Male,Married,Post Graduate,Business,1,187000.0,15583.33,1876.61,0.64,1,410000.0,Car Loan,48,627,20565.91,Rented,0,0.67,0.64,20565.91,1,0
Aarav Sharma,50,Male,Married,High School,Business,1,658000.0,54833.33,4204.89,0.56,2,1885000.0,Business Loan,180,607,370049.31,Mortgaged,4,0.27,0.56,370049.31,0,1
Priya Patel,37,Female,Single,Doctorate,Self-Employed,1,334000.0,27833.33,5049.07,0.34,1,458000.0,Personal Loan,24,641,602555.93,Owned,0,0.87,0.34,602555.93,0,0
Manish Tiwari,34,Female,Divorced,High School,Self-Employed,1,284000.0,23666.67,10103.66,0.23,4,288000.0,Car Loan,12,787,457054.24,Mortgaged,2,1.44,0.23,457054.24,0,1
Tanvi Bhatia,35,Male,Divorced,Doctorate,Salaried,0,565000.0,47083.33,15728.32,0.17,0,1692000.0,Medical Emergency,120,652,309468.81,Mortgaged,1,0.63,0.17,309468.81,0,0
Sneha Nair,45,Male,Divorced,Post Graduate,Freelancer,1,229000.0,19083.33,6615.74,0.64,2,461000.0,Personal Loan,12,759,373757.26,Mortgaged,0,2.36,0.64,373757.26,0,1
Ananya Iyer,62,Female,Divorced,Graduate,Salaried,0,180000.0,15000.0,957.39,0.29,1,269000.0,Home Loan,240,723,382877.4,Owned,2,0.14,0.29,382877.4,0,1
Riya Sen,63,Male,Married,Graduate,Freelancer,1,600000.0,50000.0,21582.39,0.12,3,2568000.0,Car Loan,120,720,972314.59,Rented,3,0.86,0.12,972314.59,0,1
Neha Gupta,36,Female,Single,Post Graduate,Salaried,0,354000.0,29500.0,1555.92,0.36,0,852000.0,Business Loan,360,676,39660.37,Mortgaged,1,0.13,0.36,39660.37,0,1
Ananya Iyer,28,Male,Divorced,Graduate,Salaried,0,283000.0,23583.33,5497.22,0.73,1,478000.0,Education Loan,24,796,638610.36,Owned,0,1.08,0.73,638610.36,0,1
Kavya Reddy,34,Male,Divorced,Post Graduate,Business,1,189000.0,15750.0,1939.61,0.23,0,190000.0,Medical Emergency,360,699,314612.97,Rented,1,0.16,0.23,314612.97,0,1
Riya Sen,40,Female,Divorced,Doctorate,Self-Employed,1,260000.0,21666.67,2438.41,0.23,3,1340000.0,Medical Emergency,60,447,626207.69,Owned,1,1.14,0.23,626207.69,1,0
Manish Tiwari,64,Female,Single,Post Graduate,Freelancer,1,378000.0,31500.0,6144.46,0.45,0,1429000.0,Education Loan,120,649,602904.83,Mortgaged,1,0.57,0.45,602904.83,0,0
Rohan Mehta,62,Female,Married,Graduate,Freelancer,1,787000.0,65583.33,4935.94,0.08,1,2607000.0,Business Loan,180,721,633012.83,Mortgaged,2,0.3,0.08,633012.83,0,1
Deepak Choudhury,23,Female,Married,Graduate,Salaried,0,1390000.0,115833.33,9377.51,0.34,2,6741000.0,Education Loan,48,673,381328.14,Mortgaged,3,1.29,0.34,381328.14,0,0
Vikram Singh,26,Female,Single,Graduate,Business,1,199000.0,16583.33,5136.38,0.7,0,333000.0,Business Loan,120,678,449140.12,Mortgaged,3,0.48,0.7,449140.12,1,0
Sneha Nair,50,Male,Divorced,Post Graduate,Salaried,0,239000.0,19916.67,5027.59,0.69,2,1363000.0,Medical Emergency,24,627,353116.8,Mortgaged,4,3.1,0.69,353116.8,0,0
Divya Agarwal,63,Female,Married,Post Graduate,Self-Employed,1,384000.0,32000.0,715.1,0.49,1,291000.0,Education Loan,180,619,148309.12,Rented,2,0.07,0.49,148309.12,0,1
Amit Kumar,25,Female,Single,Graduate,Business,1,534000.0,44500.0,357.17,0.75,1,1958000.0,Home Loan,240,845,417843.23,Rented,0,0.19,0.75,417843.23,1,0
Meera Pillai,46,Male,Married,Graduate,Salaried,0,418000.0,34833.33,7365.58,0.8,3,1163000.0,Education Loan,60,658,360004.67,Rented,1,0.77,0.8,360004.67,0,1
Meera Pillai,32,Female,Married,Graduate,Freelancer,1,973000.0,81083.33,10889.47,0.94,0,3127000.0,Medical Emergency,24,691,2066050.24,Mortgaged,2,1.74,0.94,2066050.24,0,1
Kavya Reddy,51,Male,Single,Post Graduate,Salaried,0,1965000.0,163750.0,73211.51,0.83,1,8810000.0,Personal Loan,36,792,611586.85,Mortgaged,1,1.94,0.83,611586.85,0,1
Pooja Deshmukh,41,Male,Divorced,Graduate,Business,1,545000.0,45416.67,18052.84,0.09,4,416000.0,Education Loan,24,687,399455.09,Mortgaged,2,0.78,0.09,399455.09,0,1
Siddharth Rao,31,Female,Divorced,Post Graduate,Self-Employed,1,1002000.0,83500.0,21923.25,0.16,1,2261000.0,Personal Loan,180,827,1631825.89,Mortgaged,2,0.41,0.16,1631825.89,0,1
Deepak Choudhury,56,Male,Divorced,Doctorate,Freelancer,1,617000.0,51416.67,22590.29,0.34,0,2789000.0,Personal Loan,24,630,452352.86,Rented,4,2.7,0.34,452352.86,0,0
Pooja Deshmukh,62,Male,Divorced,Post Graduate,Salaried,0,1403000.0,116916.67,3953.53,0.5,1,2341000.0,Medical Emergency,48,610,1716656.0,Rented,4,0.45,0.5,1716656.0,0,1
Ananya Iyer,64,Female,Single,High School,Business,1,616000.0,51333.33,16366.63,0.64,2,3180000.0,Home Loan,36,662,385051.49,Rented,4,2.04,0.64,385051.49,0,0
Karan Malhotra,64,Male,Married,Post Graduate,Salaried,0,737000.0,61416.67,7678.76,0.2,0,1614000.0,Business Loan,24,640,334226.08,Owned,0,1.22,0.2,334226.08,0,0
Kavya Reddy,58,Male,Married,Post Graduate,Business,1,264000.0,22000.0,283.0,0.65,3,789000.0,Education Loan,24,677,613701.4,Owned,0,1.51,0.65,613701.4,0,1
Rohan Mehta,38,Male,Married,Doctorate,Business,1,330000.0,27500.0,657.82,0.3,0,343000.0,Medical Emergency,180,736,612745.27,Rented,0,0.09,0.3,612745.27,0,1
Rohan Mehta,62,Female,Single,High School,Freelancer,1,475000.0,39583.33,9237.89,0.15,0,368000.0,Personal Loan,24,619,297820.93,Owned,1,0.62,0.15,297820.93,0,0
Manish Tiwari,60,Female,Single,Graduate,Salaried,0,422000.0,35166.67,4359.15,0.84,1,1835000.0,Car Loan,180,627,440114.36,Owned,0,0.41,0.84,440114.36,0,1
Aditya Joshi,57,Female,Single,Post Graduate,Self-Employed,1,426000.0,35500.0,5553.44,0.31,2,1610000.0,Medical Emergency,12,630,138953.6,Mortgaged,4,3.94,0.31,138953.6,0,0
Tanvi Bhatia,50,Female,Divorced,High School,Self-Employed,1,277000.0,23083.33,1768.29,0.66,5,392000.0,Education Loan,240,656,121991.01,Owned,3,0.15,0.66,121991.01,0,1
Divya Agarwal,62,Female,Single,Post Graduate,Business,1,286000.0,23833.33,9451.49,0.2,2,1339000.0,Home Loan,120,873,694093.31,Mortgaged,0,0.86,0.2,694093.31,1,0
Kavya Reddy,32,Female,Single,Graduate,Salaried,0,747000.0,62250.0,15890.56,0.94,2,3806000.0,Business Loan,360,677,374643.93,Owned,4,0.43,0.94,374643.93,0,1
Ananya Iyer,23,Female,Divorced,High School,Freelancer,1,497000.0,41416.67,9144.71,0.37,1,1740000.0,Medical Emergency,240,783,352118.75,Rented,2,0.4,0.37,352118.75,1,0
Pooja Deshmukh,64,Female,Divorced,High School,Freelancer,1,416000.0,34666.67,1759.07,0.67,1,1874000.0,Home Loan,36,715,1018671.62,Owned,4,1.55,0.67,1018671.62,0,1
Vikram Singh,27,Female,Married,Graduate,Self-Employed,1,477000.0,39750.0,10331.54,0.68,0,1368000.0,Personal Loan,24,743,269610.45,Rented,3,1.69,0.68,269610.45,0,0
Aditya Joshi,29,Female,Divorced,Post Graduate,Business,1,788000.0,65666.67,26900.17,0.36,3,1829000.0,Business Loan,180,658,1866488.0,Rented,1,0.56,0.36,1866488.0,0,1
Priya Patel,35,Female,Divorced,Graduate,Freelancer,1,700000.0,58333.33,20877.49,0.56,0,3401000.0,Education Loan,60,781,255120.17,Owned,3,1.33,0.56,255120.17,0,1
Vikram Singh,41,Female,Divorced,Post Graduate,Business,1,211000.0,17583.33,4935.78,0.65,3,458000.0,Education Loan,24,631,426111.16,Owned,4,1.37,0.65,426111.16,0,0
Rohan Mehta,47,Female,Divorced,Graduate,Salaried,0,349000.0,29083.33,6391.5,0.05,3,851000.0,Home Loan,12,722,245500.67,Rented,4,2.66,0.05,245500.67,0,0
Deepak Choudhury,62,Male,Single,High School,Self-Employed,1,427000.0,35583.33,15947.08,0.23,2,1588000.0,Home Loan,60,634,266985.44,Rented,3,1.19,0.23,266985.44,0,0
Kavya Reddy,25,Female,Married,Doctorate,Salaried,0,391000.0,32583.33,13094.1,0.88,1,1479000.0,Personal Loan,180,748,676201.54,Rented,1,0.65,0.88,676201.54,0,1
Vikram Singh,33,Male,Married,Post Graduate,Freelancer,1,304000.0,25333.33,6318.83,0.32,1,295000.0,Business Loan,240,419,428638.06,Rented,3,0.3,0.32,428638.06,1,0
Divya Agarwal,53,Male,Single,Doctorate,Business,1,619000.0,51583.33,11694.81,0.67,2,1527000.0,Education Loan,180,567,755010.48,Rented,4,0.39,0.67,755010.48,1,0
Meera Pillai,49,Male,Married,Graduate,Self-Employed,1,180000.0,15000.0,4152.66,0.32,1,330000.0,Business Loan,120,609,72982.74,Mortgaged,1,0.46,0.32,72982.74,0,1
Sneha Nair,36,Male,Married,Post Graduate,Freelancer,1,916000.0,76333.33,23017.22,0.47,2,4302000.0,Business Loan,240,635,1936492.97,Owned,2,0.54,0.47,1936492.97,1,0
Ananya Iyer,54,Female,Divorced,Graduate,Business,1,311000.0,25916.67,6594.48,0.67,1,1634000.0,Home Loan,360,807,582960.86,Owned,3,0.43,0.67,582960.86,0,1
Deepak Choudhury,62,Male,Divorced,Doctorate,Self-Employed,1,261000.0,21750.0,2187.93,0.66,1,1354000.0,Education Loan,60,551,476570.58,Owned,2,1.14,0.66,476570.58,1,0
Tanvi Bhatia,47,Male,Single,Graduate,Salaried,0,506000.0,42166.67,2903.59,0.84,1,1700000.0,Personal Loan,48,775,176420.37,Owned,3,0.91,0.84,176420.37,0,1
Karan Malhotra,29,Female,Single,Graduate,Business,1,180000.0,15000.0,2730.76,0.93,1,902000.0,Business Loan,60,728,372968.55,Mortgaged,2,1.18,0.93,372968.55,0,1
Tanvi Bhatia,63,Male,Married,Post Graduate,Salaried,0,755000.0,62916.67,5232.37,0.79,3,3108000.0,Personal Loan,360,680,1419396.47,Mortgaged,3,0.22,0.79,1419396.47,0,1
Riya Sen,36,Female,Married,Graduate,Freelancer,1,180000.0,15000.0,2479.54,0.3,2,472000.0,Home Loan,240,633,198099.27,Rented,0,0.3,0.3,198099.27,0,1
Sneha Nair,32,Female,Single,Doctorate,Salaried,0,180000.0,15000.0,3918.63,0.08,1,734000.0,Medical Emergency,240,798,36416.94,Rented,4,0.47,0.08,36416.94,0,1
Karan Malhotra,40,Female,Married,Graduate,Self-Employed,1,180000.0,15000.0,2414.8,0.82,2,588000.0,Education Loan,360,690,186749.71,Owned,1,0.27,0.82,186749.71,0,1
Vikram Singh,34,Female,Divorced,High School,Freelancer,1,349000.0,29083.33,9359.95,0.76,2,709000.0,Medical Emergency,60,615,808404.28,Owned,3,0.73,0.76,808404.28,0,0
Riya Sen,24,Female,Married,Post Graduate,Business,1,878000.0,73166.67,4261.22,0.34,0,5052000.0,Education Loan,180,640,230183.44,Owned,1,0.44,0.34,230183.44,0,1
Neha Gupta,61,Male,Single,Graduate,Freelancer,1,1313000.0,109416.67,45999.34,0.48,1,6144000.0,Medical Emergency,48,649,463536.72,Owned,0,1.59,0.48,463536.72,0,0
Siddharth Rao,48,Female,Single,Graduate,Business,1,473000.0,39416.67,2030.48,0.81,1,426000.0,Education Loan,12,713,1095714.92,Rented,0,0.95,0.81,1095714.92,0,1
Karan Malhotra,25,Female,Single,Post Graduate,Self-Employed,1,663000.0,55250.0,6277.66,0.44,1,1375000.0,Personal Loan,36,668,756981.06,Mortgaged,1,0.8,0.44,756981.06,0,1
Rohan Mehta,53,Male,Divorced,Graduate,Salaried,0,515000.0,42916.67,3930.86,0.78,3,2788000.0,Education Loan,180,599,753912.66,Owned,0,0.45,0.78,753912.66,0,1
Deepak Choudhury,21,Female,Single,Post Graduate,Freelancer,1,425000.0,35416.67,7982.3,0.37,1,2316000.0,Personal Loan,24,814,490155.62,Mortgaged,3,2.95,0.37,490155.62,0,1
Rahul Verma,40,Male,Single,High School,Salaried,0,793000.0,66083.33,3506.87,0.26,0,3020000.0,Education Loan,12,690,505657.2,Rented,4,3.86,0.26,505657.2,0,0
Aditya Joshi,38,Female,Divorced,High School,Salaried,0,538000.0,44833.33,17601.53,0.19,3,1121000.0,Business Loan,48,668,1155445.66,Mortgaged,2,0.91,0.19,1155445.66,0,1
Siddharth Rao,61,Male,Divorced,Graduate,Freelancer,1,1220000.0,101666.67,42864.41,0.94,1,4993000.0,Home Loan,120,645,1355875.88,Owned,3,0.83,0.94,1355875.88,0,0
Priya Patel,64,Male,Single,High School,Salaried,0,379000.0,31583.33,3348.71,0.12,3,2166000.0,Business Loan,12,631,352481.13,Owned,0,5.82,0.12,352481.13,0,0
Tanvi Bhatia,37,Male,Divorced,Doctorate,Self-Employed,1,630000.0,52500.0,6390.76,0.09,2,438000.0,Business Loan,48,695,1046309.5,Rented,2,0.3,0.09,1046309.5,0,1
Kavya Reddy,40,Male,Single,Graduate,Self-Employed,1,1407000.0,117250.0,28184.98,0.82,1,5981000.0,Medical Emergency,12,711,2006368.36,Owned,1,4.49,0.82,2006368.36,0,1
Siddharth Rao,27,Male,Married,Doctorate,Self-Employed,1,180000.0,15000.0,780.19,0.16,0,699000.0,Education Loan,120,756,101654.91,Rented,0,0.44,0.16,101654.91,0,1
Kavya Reddy,25,Male,Single,Graduate,Self-Employed,1,423000.0,35250.0,6552.25,0.73,0,2091000.0,Business Loan,12,666,1048301.01,Owned,4,5.13,0.73,1048301.01,0,1
Kavya Reddy,38,Male,Single,Graduate,Self-Employed,1,519000.0,43250.0,8535.39,0.3,0,1156000.0,Business Loan,48,621,1295119.42,Owned,2,0.75,0.3,1295119.42,0,0
Riya Sen,55,Male,Divorced,Graduate,Salaried,0,426000.0,35500.0,3996.93,0.54,2,1373000.0,Medical Emergency,120,664,960347.32,Owned,3,0.43,0.54,960347.32,0,1
Sneha Nair,21,Female,Divorced,High School,Self-Employed,1,630000.0,52500.0,12446.69,0.29,0,2733000.0,Business Loan,24,613,144644.27,Rented,2,2.41,0.29,144644.27,0,0
Tanvi Bhatia,52,Female,Married,Graduate,Self-Employed,1,488000.0,40666.67,16690.5,0.81,2,1642000.0,Education Loan,360,877,295653.39,Rented,1,0.52,0.81,295653.39,0,1
Vikram Singh,59,Male,Single,Doctorate,Freelancer,1,356000.0,29666.67,12723.15,0.07,2,1816000.0,Education Loan,60,727,538192.39,Rented,3,1.45,0.07,538192.39,0,0
Rahul Verma,38,Male,Married,Doctorate,Freelancer,1,350000.0,29166.67,247.39,0.39,2,1030000.0,Personal Loan,48,625,353634.66,Mortgaged,2,0.74,0.39,353634.66,0,0
Priya Patel,55,Female,Single,High School,Salaried,0,716000.0,59666.67,24434.95,0.73,2,1682000.0,Education Loan,48,900,1372862.21,Rented,3,1.0,0.73,1372862.21,0,1
Tanvi Bhatia,32,Female,Married,Graduate,Salaried,0,361000.0,30083.33,7490.22,0.91,0,2032000.0,Education Loan,360,648,437678.6,Mortgaged,3,0.44,0.91,437678.6,0,1
Deepak Choudhury,58,Female,Single,Doctorate,Freelancer,1,567000.0,47250.0,15854.04,0.88,0,695000.0,Home Loan,60,625,1144780.61,Rented,1,0.58,0.88,1144780.61,0,0
Kavya Reddy,25,Female,Married,Doctorate,Salaried,0,466000.0,38833.33,10756.69,0.38,2,1923000.0,Medical Emergency,12,823,185624.29,Mortgaged,0,4.4,0.38,185624.29,0,1
Aditya Joshi,24,Male,Married,Doctorate,Salaried,0,358000.0,29833.33,5905.78,0.47,1,2081000.0,Car Loan,360,773,222970.28,Owned,1,0.39,0.47,222970.28,0,1
Rahul Verma,58,Female,Divorced,High School,Salaried,0,1160000.0,96666.67,19159.12,0.28,2,5599000.0,Education Loan,240,599,470187.38,Mortgaged,2,0.44,0.28,470187.38,0,1
Tanvi Bhatia,42,Male,Single,Graduate,Salaried,0,281000.0,23416.67,1941.59,0.51,0,821000.0,Education Loan,12,711,401318.17,Owned,4,3.0,0.51,401318.17,1,0
Aditya Joshi,37,Female,Single,High School,Salaried,0,721000.0,60083.33,16238.15,0.36,0,668000.0,Car Loan,24,876,956395.86,Owned,0,0.73,0.36,956395.86,0,1
Manish Tiwari,26,Female,Divorced,Doctorate,Salaried,0,715000.0,59583.33,17210.59,0.84,0,920000.0,Education Loan,120,764,646335.61,Rented,4,0.42,0.84,646335.61,0,1
Pooja Deshmukh,39,Female,Married,Graduate,Self-Employed,1,387000.0,32250.0,5344.98,0.31,1,513000.0,Business Loan,12,771,137368.38,Owned,2,1.49,0.31,137368.38,0,1
Deepak Choudhury,51,Female,Single,Doctorate,Salaried,0,332000.0,27666.67,8180.39,0.19,0,1559000.0,Medical Emergency,24,532,794286.91,Owned,4,2.64,0.19,794286.91,1,0
Manish Tiwari,47,Female,Divorced,Graduate,Salaried,0,230000.0,19166.67,5236.26,0.64,0,773000.0,Education Loan,60,724,130653.02,Mortgaged,0,0.95,0.64,130653.02,0,0
Kavya Reddy,61,Female,Single,High School,Self-Employed,1,305000.0,25416.67,5213.46,0.72,2,346000.0,Personal Loan,240,632,566908.38,Rented,2,0.26,0.72,566908.38,0,1
Pooja Deshmukh,55,Male,Married,Doctorate,Self-Employed,1,877000.0,73083.33,14765.44,0.43,1,3185000.0,Personal Loan,360,900,603257.98,Rented,4,0.32,0.43,603257.98,0,1
Vikram Singh,55,Female,Married,High School,Business,1,180000.0,15000.0,796.26,0.42,2,590000.0,Personal Loan,240,651,291296.06,Owned,1,0.22,0.42,291296.06,0,1
Karan Malhotra,54,Male,Single,Graduate,Freelancer,1,340000.0,28333.33,3358.05,0.55,1,1909000.0,Medical Emergency,24,675,137140.73,Owned,0,2.93,0.55,137140.73,0,0
Aarav Sharma,52,Male,Single,Post Graduate,Freelancer,1,338000.0,28166.67,11461.5,0.37,1,917000.0,Business Loan,48,693,611361.02,Owned,0,1.09,0.37,611361.02,0,1
Amit Kumar,31,Male,Divorced,Graduate,Salaried,0,327000.0,27250.0,9058.9,0.37,1,971000.0,Car Loan,240,602,613999.38,Rented,3,0.48,0.37,613999.38,0,1
Riya Sen,45,Male,Divorced,Post Graduate,Salaried,0,322000.0,26833.33,1838.5,0.06,2,1211000.0,Medical Emergency,240,673,325380.68,Rented,1,0.26,0.06,325380.68,0,1
Manish Tiwari,25,Female,Single,Post Graduate,Business,1,469000.0,39083.33,8675.8,0.09,0,1570000.0,Business Loan,360,650,996980.04,Rented,2,0.33,0.09,996980.04,0,1
